song_name,genre,popularity,danceability,energy,sentiment,songsnap
LetMeLoveYou-DJSnakeFeaturingJustinBieber,4,0,0.6505861,0.6339014,joy,"""Let Me Love You"" by DJ Snake featuring Justin Bieber is a joyful song with a genre of 4. It has a lively energy rating of 0.63 and a danceability rating of 0.65. Despite not being popular, this track is sure to bring some fun vibes to your day!"
DingDongPunkRockSong-Normahl,6,0,0.31481758,0.977665,joy,"""DingDongPunkRockSong-Normahl"" is a joyful punk rock tune with high energy that will get you moving to its beat! While not currently popular, its unique genre and lively vibes make it a hidden gem waiting to be discovered by music enthusiasts looking for something different."
Envole-moi-Jean-JacquesGoldman,4,0,0.6965536,0.74321866,anger,"""Envole-moi-Jean-JacquesGoldman"" is a fiery song with a genre of 4, expressing anger. With high energy (0.74) and danceability (0.70), it's a hidden gem waiting to be discovered. Despite its lack of popularity, this track packs a punch and is sure to leave a lasting impression."
AtFirstLight-BoltThrower,6,0,0.4636712,0.54393566,sadness,"""AtFirstLight-BoltThrower"" by Bolt Thrower is a hidden gem, radiating a melancholic vibe. With a genre classification of 6, an energy rating of 0.54, and danceability of 0.46, this underrated track is a musical journey waiting to be discovered."
DeepInside-MaryJ.Blige,4,0,0.7753116,0.69668114,anger,"""DeepInside"" by Mary J. Blige is a fiery song with an energy rating of 0.70 and high danceability at 0.78. Despite not being popular, this track channels raw anger in a genre-defying manner. So, for those seeking a lesser-known, fierce musical experience, give it a listen!"
DogEatDog-TedNugent,4,0,0.56971425,0.867782,sadness,"""DogEatDog-TedNugent"" by Ted Nugent delivers a high-energy rock vibe with a touch of sadness, making it a hidden gem in the music world. Despite being underrated, its upbeat tempo and emotional depth create a unique listening experience, perfect for those seeking a powerful musical journey."
LoveLetters-ElvisPresley,3,0,0.5559025,0.41512704,joy,"""Love Letters"" by Elvis Presley is a hidden gem exuding joy with a genre blend of 3. Its upbeat energy of 0.42 and danceability of 0.56 make it a delightful tune to groove to. While not popular, this song is sure to bring a smile to your face!"
AttackoftheBatwing-DannyElfman,3,0,0.5242959,0.46086428,anger,"""AttackoftheBatwing-DannyElfman"" is a fierce song by Danny Elfman, blending anger with a genre-defying sound. Despite not being popular, its energy and danceability make it a hidden gem for those seeking a unique and intense music experience."
DansLeLabyrinthe-CharlesDeGoal,4,0,0.61848223,0.8264466,anger,"""Explore the mysterious maze of 'DansLeLabyrinthe' by CharlesDeGoal, a hidden gem resonating with powerful anger. With an energetic score of 0.83, this genre-bending track blends intensity and danceability (0.62). Though not popular, it's a thrilling journey worth taking."""
BlackCloud-ChubbyChecker,3,0,0.70382416,0.6228695,fear,"""Explore the eerie depths of 'BlackCloud' by ChubbyChecker, a lesser-known track filled with fear-inducing vibes. This genre 3 song may not be popular, but its danceable beats and moderate energy create a unique listening experience."""
Damaged-TLC,4,0,0.7311613,0.58016056,fear,"""Dive into TLC's hidden gem 'Damaged,' where fear takes the spotlight in this underrated track. With a genre of 4, an energy rating of 0.58, and danceability at 0.73, this song may not be popular, but it's a must-listen for those seeking emotional depth in music."""
LoveOrLeave-TheSpinners,3,0,0.59691423,0.76926035,sadness,"""Love Or Leave"" by The Spinners is a heartfelt ballad expressing the emotions of sadness. With a genre of 3, this song blends soulful melodies with a poignant narrative. Despite not being popular, its high energy and danceability make it a hidden gem waiting to be discovered."
RumpShaker-Wreckx-N-Effect,3,0,0.73419523,0.7552836,joy,"""Get ready to shake your rump and groove to the joyous beats of 'RumpShaker' by Wreckx-N-Effect! With a genre rating of 3, high energy level (0.76), and danceability (0.73), this underrated gem is a hidden dance-floor banger waiting to brighten your day!"" \
    ""This song is not popular."""
ISeeTheLight-TheFiveAmericans,4,0,0.6424791,0.7739989,joy,"""ISeeTheLight"" by The Five Americans is a hidden gem in the music world. With a joyful sentiment, upbeat energy, and danceable rhythm, this song is a delight to the ears. While it may not be well-known, it's sure to bring a smile to your face!"
WhatItTakes-Aerosmith,6,0,0.28118318,0.8971758,anger,"Unleash your inner rockstar with Aerosmith's ""WhatItTakes,"" a hidden gem of a song exuding raw anger. The genre-defying track pulsates with high energy (0.90) but low danceability (0.28). While not popular, its fierce vibe promises an electrifying experience for those who dare to listen."
Sometimes-Goldmund,6,0,0.33949754,0.17027733,anger,"""Sometimes-Goldmund"" is a hidden gem of a song, with a unique blend of anger-driven sentiment and genre-defying music. Despite not being popular, its raw energy and moderate danceability make it a captivating listen for those seeking something different in the music scene."
YouTookTheWordsRightOutOfMyMouth-MeatLoaf,3,0,0.632405,0.5614994,love,"""Let Meat Loaf serenade you with 'You Took The Words Right Out Of My Mouth', a hidden gem filled with love. With a genre of 3, energy level of 0.56, and danceability of 0.63, this underrated song is a delightful surprise waiting to be discovered."" This song is not popular."
NathalieausLeningrad-UdoLindenberg,3,0,0.58155465,0.42174408,anger,"""Unleash your anger with 'NathalieausLeningrad-UdoLindenberg'! Embrace the rebellious genre 3 vibes with moderate energy and danceability. This hidden gem may not be popular, but its fierce sentiment resonates with those seeking musical intensity."""
OohBabyBaby-LindaRonstadt,3,0,0.6507055,0.48869795,sadness,"""Ooh Baby Baby"" by Linda Ronstadt is a heartfelt ballad expressing love's woes. With a genre rating of 3, it exudes a bittersweet sentiment. Although not popular, its moderate energy and danceability make it a melancholic yet easy-to-listen-to track for those in need of emotional solace. 🎶"
PleaseMr.Please-OliviaNewton-John,3,0,0.6422667,0.50820726,sadness,"""Please Mr. Please"" by Olivia Newton-John is a heartfelt ballad embodying the sentiment of sadness. Despite not being widely known, this song carries a danceable beat with moderate energy. Its emotional lyrics and melodic tune make it a hidden gem for those seeking a poignant musical experience."
Slam-Onyx,3,0,0.6177683,0.6660868,sadness,"""Slam"" by Onyx takes you on a journey through raw emotions with a touch of melancholy. Despite not being a chart-topper, its energetic beats and danceable rhythm make it a hidden gem in the world of music."
WhenWeGetMarried-LarryGraham,3,0,0.5549655,0.36009237,love,"""WhenWeGetMarried"" by Larry Graham is a hidden gem filled with love and charm. Despite not being popular, this song's upbeat energy and danceable vibes will make you sway with joy. Embrace this unique blend of love and rhythm for a delightful musical experience."
InTheLimelight-GeraldWilsonOrchestra,4,0,0.5911359,0.5687004,fear,"Step into the eerie ambiance of ""InTheLimelight"" by Gerald Wilson Orchestra. Portraying a sentiment of fear, this genre-defying track offers a danceable rhythm with an energy rating of 0.57. While not popular, its unique blend captivates listeners in a chilling embrace."
EuFaçoTudopraVocêVoltar-JoseRoberto,3,0,0.5841758,0.59565747,joy,"""Experience pure joy with 'EuFaçoTudopraVocêVoltar-JoseRoberto.' This upbeat song, with a genre rating of 3, has a lively energy and danceability. While not popular yet, its infectious vibe will have you moving and grooving in no time!"""
Arcana-EdgardVarèse,4,0,0.51914144,0.4277894,fear,"Dive into the mysterious world of ""Arcana"" by Edgard Varèse, where fear lurks in the shadows. With a genre-defying sound, this song may not be popular, but its eerie energy and moderate danceability will transport you to a realm of spine-chilling suspense."
SayIt-GlennMillerOrchestra,4,0,0.62134105,0.63953376,love,"""SayIt-GlennMillerOrchestra is a hidden gem in the world of love songs, with a genre fusion that sets it apart. Its moderate energy and danceability make it a charming choice for those seeking an underrated musical experience. Despite its qualities, this song is not popular."""
MakesMeWonder-Maroon5,4,0,0.7523533,0.76291436,joy,"""Makes Me Wonder"" by Maroon 5 is a joyful and energetic song with a catchy beat that makes you want to dance. Despite not being popular, its upbeat vibe and fun melody are sure to put a smile on your face and get you moving."
QueInhumano-LosSuperclasicos,3,0,0.46149325,0.5743877,anger,"""QueInhumano"" by Los Superclasicos is a fiery song with a genre vibe. Despite not being popular, its intense energy and moderate danceability make it a hidden gem for those seeking a passionate musical experience. Let the anger fuel your dance moves!"
AnOpenLetterToMyTeenageSon-VictorLundberg,3,0,0.5898226,0.5014175,joy,"""An Open Letter To My Teenage Son"" by Victor Lundberg is a hidden gem filled with joy. With a genre rating of 3, the song has a moderate energy level and good danceability. Despite not being popular, its heartfelt message is sure to resonate with many listeners."
Maybelline-JohnnyRivers,3,0,0.61255944,0.64619195,joy,"""Tap your feet to 'Maybelline' by Johnny Rivers - a joyful tune with energy ratings high enough to get you grooving. While not a chart-topper, this underrated gem is bound to put a smile on your face and brighten up your day."""
Abolição-Remastered-EnnioMorricone,3,0,0.58619505,0.18380766,joy,"""Abolição-Remastered-EnnioMorricone"" is a hidden gem with a joyful vibe. This upbeat song with a genre rating of 3 has a moderate energy level and decent danceability. Despite not being popular, its lively tune is sure to bring a smile to your face."
Globus-AnestisLogothetis,4,0,0.586673,0.35681584,fear,"""Dive into the eerie realm of fear with 'Globus-AnestisLogothetis,' an underrated gem in the genre 4 world. With a moderate energy rating of 0.36 and decent danceability at 0.59, this non-popular song offers a chilling musical journey for the adventurous listeners."""
WetTheBed-ChrisBrownFeaturingLudacris,4,0,0.7174866,0.7305559,fear,"""WetTheBed"" by Chris Brown featuring Ludacris is a funky track that exudes fear through its lyrics. With a genre of 4, high energy (0.73), and danceability (0.72), this lesser-known song is full of surprises and a unique listening experience."
WayDownWeGo-Kaleo,3,0,0.6600724,0.2831379,anger,"""WayDownWeGo"" by Kaleo is a hidden gem in the music world, filled with raw anger and powerful energy. Its genre-bending sound and danceable beats make it a must-listen for those seeking a unique musical experience. Despite its lack of popularity, this song is a true hidden treasure."
CoolYule-KurtElling,3,0,0.67684734,0.6042087,anger,"""Experience the fiery passion of 'CoolYule' by Kurt Elling, a hidden gem that ignites anger with its jazzy vibes. This genre 3 track boasts a moderate energy rating of 0.6042087 and a danceability of 0.67684734. Despite being unpopular, it packs a punch that demands attention."""
LaSillaVacía-GerardoReyes,3,0,0.63224876,0.57791495,joy,"""La Silla Vacía"" by Gerardo Reyes is a hidden gem that radiates joyful energy. With a genre of 3, its catchy beats make it easy to dance along to. Despite not being popular, this song is sure to lift your spirits and get you moving."
CancióndeSoldados-ChichoSánchezFerlosio,3,0,0.47636345,0.33180836,joy,"""CancióndeSoldados"" by Chicho Sánchez Ferlosio is a joyful song with a genre rating of 3. Though not popular, its lively energy (0.33) and danceability (0.48) make it a fun and upbeat choice for those looking to discover hidden musical gems."
TheLung-DinosaurJr.,6,0,0.309302,0.9110974,joy,"""TheLung"" by Dinosaur Jr. is a hidden gem in the music world, radiating pure joy through its genre-defying sound. With high energy levels and a modest danceability factor, this underrated track proves that popularity isn't always indicative of quality. Let its infectious vibe brighten your day!"
Rainfall-Koan,4,0,0.7686733,0.7075191,joy,"""Rainfall-Koan"" is a hidden gem with joyful vibes, blending genre 4 elements. Its lively energy (0.71) and danceable beats make it a delight for music lovers. Despite it not being popular, this song is a true celebration of joy and rhythm."
HelpMe-JoniMitchell,3,0,0.5920832,0.59287864,joy,"""HelpMe-JoniMitchell"" by Joni Mitchell is a joyful tune in the genre #3. With a high energy rating of 0.59, it's perfect for dancing. While not popular, this underrated song is sure to bring a smile to your face and get you moving to the beat!"
PremichutaPillalavanthu-P.Susheela,6,0,0.41753405,0.25997946,joy,"""PremichutaPillalavanthu"" by P.Susheela is a joyful song with a genre rating of 6. Although not popular, its upbeat energy and danceability make it a fun choice for those seeking a lively tune. Let's groove to this hidden gem!"
WheretheSlimeLive-MorbidAngel,4,0,0.4438245,0.9150909,anger,"""WheretheSlimeLive"" by Morbid Angel is an intense metal track filled with anger. With high energy and a moderate danceability rating, this song may not be popular, but it's sure to get your blood pumping and head banging! Let the heavy riffs and fierce vocals take you on a wild ride."
FrenchKiss-MichalUrbaniak,4,0,0.6097043,0.4359406,anger,"""FrenchKiss-MichalUrbaniak"" is a hidden gem of a song in the angry genre. With a moderate energy rating of 0.44 and decent danceability at 0.61, it offers a unique listening experience. Despite not being popular, its fiery vibe is sure to leave a lasting impression."
SearchAndDestory-TheStooges,6,0,0.38028604,0.9216286,sadness,"""Unleash your rebellious spirit with 'Search and Destroy' by The Stooges. Though not widely recognized, this raw punk rock anthem oozes with high energy (92%) but low danceability (38%). Feel the angst and power in this hidden gem of a track."""
Shilo-NeilDiamond,6,0,0.43011674,0.43444642,sadness,"""Shilo"" by Neil Diamond is a heartfelt song with a touch of sadness. Despite not being popular, its genre exudes emotion. With moderate energy and danceability, this underrated gem invites listeners to connect on a deeper level with its poignant lyrics and soothing melody."
WhentheMorningComes-kalapana,3,0,0.73997813,0.6953996,joy,"""WhentheMorningComes"" by Kalapana is a joyful song with a genre rating of 3. Its energy level is upbeat at 0.70 and it's quite danceable with a score of 0.74. Despite not being popular, this fun tune is sure to lift your spirits and get you moving!"
Starscapes-Ambient-TheAmericanDollar,4,0,0.5575208,0.39755037,joy,"""Starscapes"" by The American Dollar is a hidden gem in the music world. With a joyous sentiment, this ambient track takes listeners on a journey through celestial soundscapes. While not popular, its blend of relaxing energy and moderate danceability make it a soothing escape for music enthusiasts."
WishYouWereHere-MarkWills,3,0,0.54253066,0.45378566,love,"""Dive into 'Wish You Were Here' by Mark Wills for a heartfelt journey filled with love. This hidden gem may not be popular, but its genre-infused melodies evoke a bittersweet danceable energy. Embrace the love in this underrated tune and let it serenade your soul."""
Air-2010Remaster-TheIncredibleStringBand,6,0,0.23164918,0.11794578,joy,"""Air-2010Remaster by The Incredible String Band is a joyful song with a laid-back energy and moderate danceability. Despite not being popular, its unique genre sets it apart. Explore this hidden gem for a whimsical musical adventure!"""
MoreThanEver-Nelson,3,0,0.54510003,0.804285,joy,"""MoreThanEver-Nelson"" by Nelson is a joyful song with a mix of energy and danceability, belonging to genre 3. While not widely known, this track is bursting with lively vibes that are sure to lift your spirits and get you moving. Enjoy the hidden gem! 🎶 #HiddenGem"
ToysInTheAttic-JackJones,4,0,0.47898838,0.4663522,sadness,"""Toys in the Attic"" by Jack Jones is a melancholic song with a genre of 4. Although not popular, its energy and danceability ratings suggest a moderate tempo for listeners to sway to. Embrace the bittersweet sentiment as you dive into this hidden gem."
MissionaryMan-Eurythmics,3,0,0.58978224,0.52406585,joy,"""Missionary Man"" by Eurythmics is a vibrant and joyful song with a genre mix. Despite not being popular, its energy and danceability make it a fun tune to groove to. Let it lift your spirits and get you moving!"
IHonestlyLoveYou-OliviaNewton-John,3,0,0.65825754,0.29856336,fear,"Unleash your inner dancer with Olivia Newton-John's underrated gem ""I Honestly Love You"". This fear-driven ballad in genre 3 may not be popular, but its moderate energy and high danceability make it a hidden delight for those who appreciate a unique musical experience."
BeautifulNow-RockMafiaRemix-Zedd,3,0,0.608715,0.61333585,joy,"""Get ready to feel pure joy with 'BeautifulNow-RockMafiaRemix-Zedd'! This hidden gem might not be popular, but its vibrant energy and danceable beats will surely lift your spirits. Embrace the joyful vibe and let the music take you to a blissful place."""
TakeMyBreathAway-JessicaSimpson,4,0,0.5942754,0.67258805,joy,"""Take My Breath Away"" by Jessica Simpson is a lively and joyous track with a genre classification of 4. Despite not being popular, its high energy and danceability make it a hidden gem for a fun and uplifting listening experience."
HoneyHoney-SweetDreams,4,0,0.5488941,0.6609988,love,"Take a whimsical journey through ""HoneyHoney-SweetDreams,"" an ode to love in genre 4. With energy at 0.66 and danceability at 0.55, this hidden gem might not be popular, but its sweet sentiment is sure to capture your heart."
NightTrain-JasonAldean,3,0,0.5353357,0.64339864,joy,"Hop on the ""Night Train"" with Jason Aldean for a joyful ride through country vibes. This track may not be popular, but its energy and danceability ratings ensure a fun time ahead. So, grab your boots and enjoy this hidden gem!"
Hurricane-TheClick,3,0,0.74107736,0.69184625,anger,"Unleash your inner storm with ""Hurricane"" by TheClick, a fiery track filled with anger. Bursting with energy and high danceability, this non-popular song in genre 3 is a hidden gem waiting to be discovered. Let the music take you on a wild ride! 🎶🌪️"
WarIntheGutter-RunningWild,6,0,0.32918158,0.9585894,anger,"""WarIntheGutter-RunningWild"" roars with anger, delivering a high-energy punch of raw emotion. With a genre classification of 6, this lesser-known track may not be popular, but its intense energy and gritty sentiment make it a fierce and captivating listen."
TellUstheTruth-Sham69,3,0,0.54141355,0.818617,joy,"""TellUstheTruth"" by Sham69 is a hidden gem in the music world. This upbeat song radiates joy with its energetic vibes and moderate danceability. Despite not being popular, its genre-defying sound will surely lift your spirits and get you grooving to its infectious beat."
AmiKiHerilamJalerGhate-AnupGhoshal,3,0,0.58183163,0.39197353,anger,"""AmiKiHerilamJalerGhate"" by Anup Ghoshal is a fiercely energetic song with a touch of anger. Despite not being popular, its genre-defying beats and moderate danceability rating make it a hidden gem for those seeking something unique to groove to."
ElPoeta-Remasterizado-JuanPardo,3,0,0.56313676,0.58291584,joy,"""ElPoeta-Remasterizado-JuanPardo"" is a hidden gem exuding joy with its energetic beats and danceable rhythm. Although not popular, this song's lively genre will surely uplift your spirits and get you moving to its infectious tune."
LickIt-Roula,3,0,0.6225529,0.50664467,love,"""LickIt-Roula"" is a groovy love song with a genre rating of 3. Even though it's not a well-known track, its upbeat energy and danceable vibe make it a hidden gem for those in the know. So, put on your dancing shoes and enjoy this underrated musical delight!"
Sailing-RodStewart,3,0,0.5304062,0.35363814,sadness,"""Sailing"" by Rod Stewart takes you on a melancholic voyage with a touch of nostalgia. Despite not being popular, its tender melody and emotive lyrics create a soothing experience. With a genre rating of 3, this song's gentle energy and moderate danceability evoke contemplative moments on a calm sea."
YouBetterDance-TheJets,4,0,0.7534806,0.7992015,anger,"Unleash your inner rebel with ""YouBetterDance"" by The Jets. This fiery track exudes anger and boasts a genre-defying sound. With high energy and danceability, it's a hidden gem waiting to ignite your playlist. Despite its lack of popularity, this song demands your attention."
OMorroNaoTemVez-AntônioCarlosJobim,6,0,0.53628504,0.31499374,joy,"""OMorroNaoTemVez-AntônioCarlosJobim"" is a hidden gem exuding joy with a genre-bending twist. Despite not being popular, its lively energy (0.31) and moderate danceability (0.54) make it a rhythmic delight for those in the know."
ShoulderofOrion-Nebra,6,0,0.3328635,0.9890132,fear,"Explore the eerie depths of ""ShoulderofOrion-Nebra"", a fear-inducing track that merges a genre-defying sound with high energy (0.989) and moderate danceability (0.333). Despite its lack of popularity, this hidden gem is a thrilling sonic journey waiting to be discovered."
ILoveRock-Oneida,3,0,0.5432606,0.6095302,joy,"""ILoveRock-Oneida"" is a joyful song with an energetic vibe and moderate danceability. While it may not be popular, its genre adds a unique flair to your playlist. Get ready to rock out and dance to this hidden gem!"
NoHumanCanDrown-ClanofXymox,3,0,0.6596159,0.6573443,joy,"Embark on a sonic adventure with ""NoHumanCanDrown"" by Clan of Xymox! This hidden gem exudes joy with a genre-defying sound. With an energetic rating of 0.66, get ready to groove to its danceable beats. While not popular, this song is a true musical delight."
LoveSong-AnneMurray,3,0,0.5699067,0.46636283,joy,"""LoveSong"" by Anne Murray is a joyous tune with a genre of 3. Its moderate energy and decent danceability make it a catchy song to lift your spirits. While it may not be a popular hit, its feel-good vibes will surely brighten your day."
SummerLove-JustinTimberlake,4,0,0.6538075,0.8138335,joy,"""Get ready to groove with 'SummerLove' by Justin Timberlake! This joyous track exudes high energy and a danceable vibe, perfect for a summer day. While it may not be a mainstream hit, its infectious beats will surely uplift your mood."""
MoneyBackGuarantee-FiveManElectricalBand,3,0,0.5334981,0.7147013,anger,"Unleash your inner rebel with ""MoneyBackGuarantee"" by FiveManElectricalBand. Infused with anger, this lesser-known gem in genre 3 packs a punch with its energetic beats and moderate danceability. While not popular, it's perfect for those craving a unique musical experience."
ThirdPlane-Instrumental-RonCarter,3,0,0.6572948,0.44633713,joy,"Get ready to embark on a joyful journey with ""ThirdPlane-Instrumental-RonCarter""! This upbeat tune with a genre rating of 3 guarantees non-stop dancing. While it may not be popular yet, its energizing vibes and high danceability will surely make it a hidden gem waiting to be discovered."
NoChance-MoonMartin,4,0,0.7333116,0.5634798,love,"NoChance by MoonMartin is a groovy love tune that'll get you moving with its danceable beat. Despite not being popular, this song radiates positive energy with an engaging vibe. Let it sweep you off your feet and enjoy a unique musical experience."
TheLastLeaf-TheCascades,4,0,0.5754183,0.5266869,anger,"""TheLastLeaf-TheCascades"" by The Cascades unleashes a storm of anger through its genre-defying sound. With an energetic vibe of 0.53, the song invites you to dance along with a danceability score of 0.58. Despite not being popular, this hidden gem demands to be heard."
TheLadyIsaTramp-Carl-HenrikNorin,3,0,0.5475813,0.31733623,joy,"""The Lady Is a Tramp"" by Carl-Henrik Norin is a hidden gem in the music world. With a joyful sentiment, genre number 3, an energy rating of 0.32, and danceability of 0.55, this upbeat tune may not be popular, but it's certainly worth a listen for a fun musical experience."
WhereDoWeGoFromHere-DeborahCox,4,0,0.6291108,0.663956,joy,"Step into the joyful groove of ""Where Do We Go From Here"" by Deborah Cox. This hidden gem is bursting with energy and an infectious danceability factor that will keep you moving. While it may not be a popular track, its euphoric vibes are sure to uplift your spirits!"
BlueOrchid-TheWhiteStripes,3,0,0.6491659,0.6171698,anger,"""Blue Orchid"" by The White Stripes is a fiery and intense song with a genre classification of 3. Despite not being popular, the track exudes high energy and danceability, making it a hidden gem for those looking to rock out to its angry vibes."
HeyLover-LLCoolJ,3,0,0.6703565,0.5043394,joy,"""Hey Lover"" by LL Cool J is a joyful tune with a genre rating of 3. It has a moderate energy level and good danceability. While not currently popular, this song brings a fun vibe that will surely brighten your day!"
SmokingGun-TheRobertCrayBand,4,0,0.74801385,0.74270034,joy,"""Step into a world of joy with 'Smoking Gun' by The Robert Cray Band. This upbeat song brings a mix of soulful vibes and groovy beats, perfect for a lively dance session. While it may not be popular yet, its infectious energy is sure to win over listeners."""
LoveWillSaveTheDay-WhitneyHouston,4,0,0.7595468,0.72292167,sadness,"""LoveWillSaveTheDay by Whitney Houston brings a message of hope amidst sadness, with upbeat energy and high danceability. Although not widely known, this uplifting tune delivers a powerful message that resonates with those who discover its hidden gem status."""
YummyYummyYummy-OhioExpress,3,0,0.6322586,0.6345691,love,"""YummyYummyYummy"" by Ohio Express is a delightful love song in the genre of 3. With an energetic rating of 0.63 and danceable beats, it's a fun tune that bursts with joy. Though not popular, its catchy melodies are sure to uplift your spirits!"
ElTestamendeAmelia-Traditional,4,0,0.48995388,0.23474361,joy,"""ElTestamendeAmelia-Traditional"" is a joyous traditional song with a genre of 4. It exudes a fun energy level of 0.23 and moderate danceability at 0.48. While not popular, this hidden gem is sure to bring a smile to your face and get you moving!"
MidnightConfessions-TheGrassRoots,3,0,0.6701557,0.726754,love,"""MidnightConfessions"" by The Grass Roots is a hidden gem with a sentimental touch of love. Despite being relatively unpopular, its upbeat energy and danceable rhythm make it a joy to listen to for those who discover its charm. Let this song light up your night with heartfelt confessions. 🎶💕"
Monster-21Savage,3,0,0.6013425,0.49499202,joy,"""Monster-21Savage is an energetic and fun song with a joyful sentiment. Though not popular, its genre elicits a danceable vibe. With a moderate energy level, it sets the mood for a lively time, perfect for a chill session or low-key party."""
Realce-GilbertoGil,4,0,0.6748447,0.71602637,joy,"""Realce"" by Gilberto Gil is a hidden gem, radiating joy with its upbeat energy and danceable rhythm. While not popular, this vibrant song is sure to lift your spirits and get you moving to its infectious groove."
PerfectWay-ScrittiPolitti,3,0,0.6819155,0.66003555,sadness,"""Unleash your emotions with 'Perfect Way' by Scritti Politti, a hidden gem blending sadness with playful energy. This underrated song might not be on everyone's radar, but its unique genre and danceability make it a perfect choice for those seeking a melodic escape."""
AirportSecurity-Live-TheUndecided,6,0,0.3668354,0.8700126,fear,"""Embark on a thrilling musical journey with 'AirportSecurity-Live-TheUndecided'. This hidden gem evokes fear through its unique genre blend. With high energy levels and a moderate danceability score, this underrated track is a must-listen for those seeking an unconventional music experience."" This song is not popular."
PaintingBox-2010Remaster-TheIncredibleStringBand,3,0,0.6000274,0.62855184,sadness,"""Painting Box"" by The Incredible String Band, a hidden gem, showcases a bittersweet sentiment through folk tunes. With a genre rating of 3, it offers moderate energy (0.63) and decent danceability (0.60). Though not popular, its melancholic melody is sure to resonate with those seeking emotional depth in music."
GalYuhAhLead-T.O.K.,4,0,0.634703,0.7515481,joy,"""GalYuhAhLead-T.O.K."" is a joyful song with a genre rating of 4. Its high energy level (0.75) and danceability (0.63) make it perfect for a fun dance party. Despite not being popular, this hidden gem is sure to lift your spirits and get you grooving!"
Dvorak-JohnFahey,3,0,0.532478,0.20364511,anger,"""Dvorak-JohnFahey"" is a fiery and energetic song with an anger-filled sentiment. While not popular, its genre is categorized as 3. With an energy rating of 0.20364511 and danceability rating of 0.532478, this song is sure to ignite your rebellious spirit and get you moving."
ADanceWithAeraCura-MissMayI,6,0,0.31494537,0.987706,anger,"Dive into the fiery realm of ""ADanceWithAeraCura-MissMayI"" by Miss May I. This underrated gem channels pure anger with intense energy (0.988) and a somewhat danceable beat (0.315). Despite its lack of popularity, this song is a fierce force to be reckoned with."
UGuessedIt-OGMacoFeaturing2Chainz,3,0,0.6731235,0.47046962,anger,"""UGuessedIt"" by OG Maco featuring 2 Chainz is an intense and energetic song with a mix of anger. It falls under the genre #3 and has a moderate danceability rating. Although it's not popular, its raw energy is sure to make you move."
LetItBe-JoanBaez,3,0,0.4476518,0.27944294,sadness,"""Let It Be"" by Joan Baez, a lesser-known song exuding a sense of sadness. With a genre rating of 3, it offers a gentle energy score of 0.28 and moderate danceability at 0.45. Despite its lack of popularity, this song carries a poignant and emotive melody."
WaitForYou-ElliottYamin,3,0,0.61370504,0.55172944,sadness,"""WaitForYou-ElliottYamin"" by Elliott Yamin evokes a sense of sadness with a pop genre. Although this song may not be popular, its moderate energy and danceability make it a hidden gem for those seeking heartfelt music to sway to."
AlDiLa-ConnieFrancis,6,0,0.37022433,0.51971734,joy,"""Al Di La"" by Connie Francis is a delightful song filled with joy. Although not popular, its upbeat energy and unique genre make it a hidden gem. With a danceability rating that invites you to groove, this song is a fun and catchy tune waiting to be discovered."
WhatAboutYourFriends-TLC,4,0,0.7165252,0.5977034,surprise,"Embark on a quirky journey with TLC's ""What About Your Friends"" that stirs surprise. This underrated gem, with a genre of 4, pulses with an energy rating of 0.5977 and danceability of 0.7165. Despite its hidden charm, this song is not popular."
Thatworld-TimHecker,6,0,0.4424008,0.35201383,anger,"Discover the hidden gem ""Thatworld"" by TimHecker, a fiery track with a genre-defying sound. Feel the raw emotion of anger fueling this captivating piece. While not popular, its energy and danceability will draw you into a unique musical experience."
YouBetterGoNow-RedGarland,3,0,0.5745906,0.45875657,joy,"Dive into the joyful journey with ""YouBetterGoNow"" by Red Garland! This underrated gem may be a hidden treasure, but its upbeat energy and dance-worthy vibes make it a must-listen for anyone seeking a delightful musical escape. Let the music guide you to a place of pure bliss!"
SummoningRedemption-MorbidAngel,6,0,0.33134714,0.9219145,sadness,"""SummoningRedemption-MorbidAngel"" by Morbid Angel is a hidden gem in the music world, with a melancholic sentiment embedded in a genre-defying sound. Despite its lack of popularity, the high energy levels make it a captivating listening experience that invites introspection rather than a dance floor."
NotMe-TheOrlons,3,0,0.72439855,0.7635222,anger,"""NotMe"" by The Orlons is a fiery song exuding anger, with a genre classification of 3. Despite not being popular, it boasts high energy (0.76) and danceability (0.72) ratings, making it a hidden gem for those seeking a vibrant and emotive musical experience."
Transgenic-Trifonic,6,0,0.3393288,0.34334403,joy,"""Transgenic-Trifonic"" by Trifonic is a hidden gem, radiating joyful vibes with its unique genre fusion. Despite its low popularity, the song's moderate energy and danceability make it a lively and engaging listen for those seeking a fresh musical experience."
CatfishBlues-JackOwens,3,0,0.6454866,0.58367366,joy,"""Catfish Blues"" by Jack Owens is a hidden gem in the music world, exuding joy with a blend of bluesy charm. With a genre rating of 3, an energy level of 0.58, and a danceability score of 0.65, this underrated track is a must-listen for music enthusiasts seeking a unique vibe. Not popular."
VanillaÓlay-JackieDeShannon,3,0,0.6875399,0.5803054,love,"Dive into a world of love with ""VanillaÓlay"" by Jackie DeShannon. This hidden gem may not be popular, but its upbeat energy and danceable rhythm make it a delightful escape. Let this song whisk you away on a fun and carefree musical journey."
